track_id,total_plays,name,artist,spotify_preview_url,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,genre_filled,popularity_norm,mood,genre_grouped,tempo_class
TRAACZN128F93236B1,47,Seaweed,Skalpel,https://p.scdn.co/mp3-preview/a1abb838b5a1b59dcd5b340b58c56760aff45b98?cid=774b29d4f13844c495f206cafdad9c86,"jazz, downtempo, lounge",rap,2005,150546,0.594,0.405,2,-9.674,1,0.0356,0.339,0.654,0.26,0.0697,115.6,3,2.5091,rap,8.903319422686037e-5,0.23735,Hip hop,Medium
TRAACZR12903CDD291,6,Brain Dead,Exodus,https://p.scdn.co/mp3-preview/e3f067bdd5f3a8cca9216af02ca2ffbc0bc21541?cid=774b29d4f13844c495f206cafdad9c86,thrash_metal,NA,1997,322240,0.409,0.951,2,-7.966,1,0.071,2.31e-4,0.0658,0.901,0.299,82.904,4,5.370666666666667,metal,1.1365939688535365e-5,0.625,Metal,Medium
TRAADBN128F932D00A,8,La mauvaise réputation,Georges Brassens,https://p.scdn.co/mp3-preview/ac772a84b2099f6c2393281b1628d97c4b9b4276?cid=774b29d4f13844c495f206cafdad9c86,french,NA,2014,138058,0.704,0.204,7,-12.126,1,0.274,0.902,0,0.0834,0.789,122.705,4,2.3009666666666666,NA,1.5154586251380489e-5,0.4965,other,Fast
TRAADCQ128F932EC14,1712,The Beacon,Enslaved,https://p.scdn.co/mp3-preview/bc00e06371874303ea1452c3cf6aaff994578ee3?cid=774b29d4f13844c495f206cafdad9c86,black_metal,pop,2010,338133,0.134,0.958,5,-5.202,0,0.0586,9.08e-6,3.28e-4,0.194,0.123,145.011,4,5.63555,pop,0.0032430814577954245,0.5405,Pop,Fast
TRAADLX128F1469250,18,Human Cannonball,Butthole Surfers,https://p.scdn.co/mp3-preview/3b41aca3b340a86906e1eb5f44ba99be9c7d1588?cid=774b29d4f13844c495f206cafdad9c86,"alternative_rock, psychedelic, post_punk, psychedelic_rock",NA,1987,231946,0.443,0.701,9,-8.464,1,0.0576,0.00354,0.00123,0.0297,0.485,93.465,4,3.8657666666666666,rock,3.40978190656061e-5,0.593,Rock,Medium
TRAADNN128F42B1D94,70,Bernadette,The Four Tops,https://p.scdn.co/mp3-preview/e38e73a98d9be359c879676de67ef271b493ed1e?cid=774b29d4f13844c495f206cafdad9c86,"soul, 60s, oldies",NA,1992,181826,0.66,0.641,6,-12.474,1,0.0304,0.194,0,0.619,0.773,111.272,4,3.0304333333333333,jazz & soul,1.3260262969957927e-4,0.7070000000000001,other,Medium
TRAADQW128F427CE68,591,Prophecy,Soulfly,https://p.scdn.co/mp3-preview/76bb915e2d00de0b42261a057a17e44acdcb0118?cid=774b29d4f13844c495f206cafdad9c86,"metal, hardcore, thrash_metal, nu_metal",NA,2019,215840,0.347,0.802,6,-5.584,1,0.0493,1.2e-4,0.229,0.265,0.145,134.787,4,3.5973333333333333,metal,0.0011195450593207337,0.47350000000000003,Metal,Fast
TRAADQX128F422B4CF,522,Nashville Parthenon,Casiotone for the Painfully Alone,https://p.scdn.co/mp3-preview/f96528db8767937771c91fdc1fe959b91da649fe?cid=774b29d4f13844c495f206cafdad9c86,"electronic, indie, electro",NA,2006,175733,0.803,0.43,0,-10.855,1,0.0992,0.0015,0.87,0.0631,0.857,141.961,4,2.9288833333333333,rock,9.888367529025768e-4,0.6435,Rock,Fast
TRAADVO128E07999E9,940,Oh God,Jamie Cullum,https://p.scdn.co/mp3-preview/d66ead87fa5661c1993880816705ab9c69e73802?cid=774b29d4f13844c495f206cafdad9c86,jazz,jazz,2005,218320,0.421,0.414,9,-9.733,0,0.029,0.744,0,0.106,0.168,71.839,4,3.6386666666666665,jazz,0.0017806638845372074,0.291,Jazz & Soul,Slow
TRAAERZ128F1496921,6,All This Time,Sting,https://p.scdn.co/mp3-preview/c16612f06cade1e60f9cc38968c9775b0b812b81?cid=774b29d4f13844c495f206cafdad9c86,"rock, pop, jazz, classic_rock, singer_songwriter, 80s, british, 90s, male_vocalists",reggae,1991,294840,0.638,0.569,2,-9.44,1,0.0341,0.0841,2.09e-4,0.0494,0.429,127.092,4,4.914,reggae,1.1365939688535365e-5,0.499,Reggae,Fast
TRAAFGQ128F427D884,2848,One Last Time,The Kooks,https://p.scdn.co/mp3-preview/11cb18617038ee2cda79ea5eb5e0202d55cc56ab?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, indie, indie_rock, british, acoustic, male_vocalists, beautiful, britpop",rock,2008,158320,0.562,0.595,6,-7.038,1,0.0314,0.692,1.79e-4,0.237,0.443,82.575,4,2.6386666666666665,rock,0.005395032705491454,0.519,Rock,Medium
TRAAFOC128F4259332,6,Polish,Fugazi,https://p.scdn.co/mp3-preview/03df8fc9478fb33b9bcf4091f32466a17f4e6d9c?cid=774b29d4f13844c495f206cafdad9c86,"indie, punk, classical, post_hardcore",NA,1991,218186,0.413,0.76,4,-7.086,1,0.082,0.00175,0.107,0.121,0.55,142.627,4,3.636433333333333,metal,1.1365939688535365e-5,0.655,Metal,Fast
TRAAFOY128F146CC17,3782,Astair,Matt Costa,https://p.scdn.co/mp3-preview/e61d854e617b0b4b1f6a9b9cf1558da182592c76?cid=774b29d4f13844c495f206cafdad9c86,"folk, singer_songwriter, chillout, acoustic, mellow, chill",NA,2014,178746,0.627,0.374,1,-11.098,0,0.0291,0.538,2.91e-5,0.137,0.546,104.131,4,2.9791,folk,0.0071643306503401255,0.46,Folk,Medium
TRAAGCZ128F93210FD,20511,Let's Get It Started,Black Eyed Peas,https://p.scdn.co/mp3-preview/288624aacad8da2fee068eca87512d8ba93733d7?cid=774b29d4f13844c495f206cafdad9c86,"pop, dance, rap, hip_hop, funk, american, rnb, 00s",NA,2013,218906,0.784,0.753,2,-3.877,1,0.105,0.108,0,0.222,0.82,104.989,4,3.648433333333333,pop,0.03885446482525815,0.7865,Pop,Medium
TRAAGPJ128F428CD1B,446,I Never Came,Queens of the Stone Age,https://p.scdn.co/mp3-preview/9dbea6ffaa07340b94b110a003fac4afba0d30fe?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, alternative_rock, hard_rock, 00s",rock,2005,288466,0.572,0.517,2,-7.834,1,0.0277,0.0589,0.0676,0.0776,0.493,115.44,4,4.807766666666667,rock,8.448681835144622e-4,0.505,Rock,Medium
TRAAGRA128F9309CC9,2,I Waited for You,Simian Mobile Disco,https://p.scdn.co/mp3-preview/f569e3a22eaf85835c19f5e89b83a49c801a01ec?cid=774b29d4f13844c495f206cafdad9c86,"electronic, dance, electro",NA,2012,270640,0.623,0.454,10,-10.699,0,0.0416,1.76e-4,0.055,0.0991,0.236,120.036,4,4.510666666666666,electronic,3.788646562845122e-6,0.345,Electronic,Fast
TRAAGSG128F92CFC6E,17,Domingo,Gotan Project,https://p.scdn.co/mp3-preview/143195daca99d729c5fb426deb2a70707f2471b4?cid=774b29d4f13844c495f206cafdad9c86,"electronic, instrumental, downtempo, lounge",NA,2006,253906,0.866,0.528,6,-10.231,1,0.232,0.132,0.899,0.114,0.485,113.992,4,4.231766666666666,electronic,3.220349578418354e-5,0.5065,Electronic,Medium
TRAAHBS128F429F76A,578,I'm Cool,Reel Big Fish,https://p.scdn.co/mp3-preview/6f57f66c103b569062730bd4732cf9a768a9aa43?cid=774b29d4f13844c495f206cafdad9c86,ska,NA,1995,103626,0.348,0.75,11,-6.99,1,0.0592,0.00287,1.76e-4,0.286,0.833,143.114,4,1.7271,reggae,0.0010949188566622403,0.7915,Reggae,Fast
TRAAHDK128F423BB26,943,Folding Stars,Biffy Clyro,https://p.scdn.co/mp3-preview/f846b8305396ac4ea04fd7ff3a44473bf690af0f?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative_rock, grunge",rock,2008,255840,0.36,0.831,2,-5.248,1,0.0515,0.0015,0.00287,0.205,0.343,205.542,4,4.264,rock,0.001786346854381475,0.587,Rock,Fast
TRAAHSY128F147BB5C,626,Speed of Sound,Coldplay,https://p.scdn.co/mp3-preview/739f1ff67c5b9a416d7a1136c2e15b53a67bdce9?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, 00s, britpop, mellow",rock,2008,287906,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,4,4.7984333333333336,rock,0.0011858463741705233,0.6265000000000001,Rock,Fast
TRAAIHF128F426FFA8,15,The Greatest,Sia,https://p.scdn.co/mp3-preview/a8d25fee23e127e48da34e2e6713dfb4d30160bd?cid=774b29d4f13844c495f206cafdad9c86,"electronic, pop, female_vocalists, dance",rock,2016,208000,0.638,0.715,10,-8.608,0,0.176,0.0191,0.00222,0.0427,0.718,191.972,4,3.466666666666667,rock,2.8414849221338415e-5,0.7164999999999999,Rock,Fast
TRAAIQS128F9301078,113,Kladfvgbung Micshk,Aphex Twin,https://p.scdn.co/mp3-preview/e8288169c2235d7bfb500a4c5deffae807199ea0?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, experimental, instrumental, idm",NA,2001,126640,0.794,0.551,7,-17.11,0,0.116,0.521,0.76,0.102,0.126,129.943,4,2.1106666666666665,electronic,2.140585308007494e-4,0.3385,Electronic,Fast
TRAAIUW128F4290B94,606,These Days,Foo Fighters,https://p.scdn.co/mp3-preview/41564ba1acb995c5098240d922e74b4e95a17d44?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, alternative_rock, hard_rock, grunge",NA,2011,298413,0.535,0.638,2,-5.311,1,0.0303,2.5e-4,0,0.152,0.217,134.984,4,4.97355,rock,0.001147959908542072,0.4275,Rock,Fast
TRAAJAC12903CEB847,24,New Life,Depeche Mode,https://p.scdn.co/mp3-preview/db3deed68313f90ab428406dbda38a88c688669a?cid=774b29d4f13844c495f206cafdad9c86,"electronic, 80s, british, new_wave, synthpop",jazz,1985,224066,0.692,0.915,7,-4.817,1,0.0448,0.258,0.412,0.0843,0.674,156.992,4,3.7344333333333335,jazz,4.546375875414146e-5,0.7945,Jazz & Soul,Fast
TRAAJJW128F4298683,1778,You Are The Only One I Love,Jaymay,https://p.scdn.co/mp3-preview/81d8a41551bc5ccce0dff312339554de953707f4?cid=774b29d4f13844c495f206cafdad9c86,"indie, female_vocalists, folk, love, mellow",folk,2007,295519,0.477,0.299,0,-12.524,1,0.0252,0.904,0.00103,0.278,0.173,77.429,4,4.925316666666666,folk,0.0033681067943693134,0.236,Folk,Slow
TRAAJXX128F4239802,111,We Shall All Bleed,DeadLock,https://p.scdn.co/mp3-preview/e6f93deab9d6419f232d8d2a80d637f0192e0d39?cid=774b29d4f13844c495f206cafdad9c86,"death_metal, metalcore, melodic_death_metal",metal,2014,372732,0.495,0.959,8,-4.349,1,0.0607,3.48e-4,0.351,0.178,0.113,114.89,4,6.2122,metal,2.1026988423790427e-4,0.536,Metal,Medium
TRAAKDG128F42A0ECB,41301,Hips Don't Lie,Shakira,https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=774b29d4f13844c495f206cafdad9c86,"pop, female_vocalists, singer_songwriter, dance, 00s",pop,2001,217453,0.777,0.82,10,-5.867,0,0.0734,0.284,0,0.43,0.76,100.003,4,3.624216666666667,pop,0.07823744584603319,0.79,Pop,Medium
TRAAKFF128F42B69BD,1,Nothing Matters,Tricky,https://p.scdn.co/mp3-preview/5c377f87cf46ac9bb26edeb432b322f17ad967a6?cid=774b29d4f13844c495f206cafdad9c86,"trip_hop, downtempo",NA,2013,203105,0.683,0.77,0,-10.189,1,0.0491,0.0496,0.678,0.192,0.475,93.833,4,3.3850833333333332,hip hop,1.894323281422561e-6,0.6225,Hip hop,Medium
TRAAKLQ12903CB0D25,88,Growler,FC/Kahuna,https://p.scdn.co/mp3-preview/5f7af52180f076f073e414b73201ca5a97f4a08a?cid=774b29d4f13844c495f206cafdad9c86,"electronic, dance, trance",electronic,2002,423800,0.637,0.798,10,-6.96,0,0.0392,2.6e-4,0.827,0.245,0.289,119.954,4,7.0633333333333335,electronic,1.6670044876518537e-4,0.5435,Electronic,Medium
TRAAKMS12903CDCF78,8,Spite,Element Eighty,https://p.scdn.co/mp3-preview/59bb9a6501004fbaab23954a9fa78d4fa7d412ad?cid=774b29d4f13844c495f206cafdad9c86,"metal, hard_rock, hardcore, nu_metal",metal,2006,179480,0.606,0.799,6,-4.349,1,0.135,0.00223,0.0024,0.0783,0.846,140.362,4,2.9913333333333334,metal,1.5154586251380489e-5,0.8225,Metal,Fast
TRAAKRN128F92FF8D0,84,Come On You Slags,Aphex Twin,https://p.scdn.co/mp3-preview/4659414e05bbf1f5377a453bd39f20c43cdbbf69?cid=774b29d4f13844c495f206cafdad9c86,"electronic, experimental, instrumental, idm",electronic,1995,344666,0.259,0.995,1,-8.335,1,0.261,0.259,0.759,0.0842,0.155,89.51,4,5.744433333333333,electronic,1.5912315563949514e-4,0.575,Electronic,Medium
TRAAKSR128F93593F0,37,Quino-Phec,Polygon Window,https://p.scdn.co/mp3-preview/f070f6fe5e701f7a84236b855aa38c3213206a88?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, idm",electronic,1993,283493,0.233,0.0543,10,-32.257,1,0.0804,0.996,0.867,0.0633,0.206,72.613,5,4.7248833333333335,electronic,7.008996141263475e-5,0.13015,Electronic,Slow
TRAALAH128E078234A,76893,Bitter Sweet Symphony,The Verve,https://p.scdn.co/mp3-preview/3debe861147de110f5e72e6badd5aaa63247f2d4?cid=774b29d4f13844c495f206cafdad9c86,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, soundtrack, 90s, beautiful, britpop",NA,1999,358333,0.383,0.907,9,-5.409,1,0.0405,0.0313,0,0.347,0.514,171.052,4,5.972216666666666,rock,0.14566020007842498,0.7105,Rock,Fast
TRAAMAI128F426A0AD,183,Enter Vril-Ya,Therion,https://p.scdn.co/mp3-preview/8f490324e85cecb26a22b4f68ab8d8f48c16aceb?cid=774b29d4f13844c495f206cafdad9c86,"gothic_metal, gothic, symphonic_metal",metal,2000,398893,0.552,0.885,9,-3.803,1,0.037,0.00104,0.24,0.184,0.315,119.548,4,6.648216666666666,metal,3.466611605003287e-4,0.6,Metal,Medium
TRAAMHN128F42956E6,31,Master Of Puppets,Trivium,https://p.scdn.co/mp3-preview/26e58211868a7581a5955beb5037e68de313764d?cid=774b29d4f13844c495f206cafdad9c86,"metal, heavy_metal, thrash_metal, metalcore, cover",NA,2005,489960,0.577,0.959,1,-4.29,1,0.0915,8.68e-5,6.15e-4,0.154,0.396,111.003,4,8.166,metal,5.872402172409939e-5,0.6775,Metal,Medium
TRAAMUZ128F9327055,16,Diamonds And Pearls,Prince,https://p.scdn.co/mp3-preview/bda42ad0fe8e5ee27e54e3a3ac9f2091a86716ae?cid=774b29d4f13844c495f206cafdad9c86,"pop, 80s, soul, 90s, funk, new_wave, rnb, male_vocalists, love",NA,1993,289893,0.536,0.607,7,-8.838,1,0.0331,0.049,0.399,0.0495,0.302,81.54,4,4.83155,pop,3.0309172502760978e-5,0.4545,Pop,Medium
TRAANRJ128F931D72D,2133,Danger: Wildman,The Devil Wears Prada,https://p.scdn.co/mp3-preview/5961425eac2ab3b2e597db3f474090caab59de69?cid=774b29d4f13844c495f206cafdad9c86,"hardcore, metalcore, screamo",metal,2012,276080,0.303,0.991,7,-3.474,1,0.189,6.24e-5,0.008,0.941,0.122,148.837,4,4.601333333333334,metal,0.004040591559274323,0.5565,Metal,Fast
TRAANSZ128F425DD63,6901,Stop Coming to My House,Mogwai,https://p.scdn.co/mp3-preview/1e211eace81ff8b28b3d1ba08c014c91ac109a38?cid=774b29d4f13844c495f206cafdad9c86,"ambient, experimental, instrumental, post_rock",rock,2005,282400,0.126,0.612,2,-9.923,1,0.0408,0.0348,0.591,0.0895,0.0348,94.519,4,4.706666666666667,rock,0.013072724965097093,0.3234,Rock,Medium
TRAAOGR128F425E7BF,111,We Killed It,Say Anything,https://p.scdn.co/mp3-preview/c58f096f7b42e5ac043971c1238efa34fd125a19?cid=774b29d4f13844c495f206cafdad9c86,"alternative, alternative_rock, indie_rock, punk_rock",rock,2007,111240,0.383,0.961,9,-3.889,1,0.225,0.0598,0,0.31,0.559,86.509,3,1.854,rock,2.1026988423790427e-4,0.76,Rock,Medium
TRAAOIH128F92F0679,37,Washington Bullets,The Clash,https://p.scdn.co/mp3-preview/b1cdb3fa6201000e4003081490d944d9efb3ba7c?cid=774b29d4f13844c495f206cafdad9c86,"rock, punk, 80s, punk_rock, reggae, post_punk",rock,1980,231800,0.689,0.725,4,-8.608,1,0.0455,0.582,0.0124,0.0816,0.784,93.056,4,3.8633333333333333,rock,7.008996141263475e-5,0.7545,Rock,Medium
TRAAOIN128F9303790,18,Snowball,Devo,https://p.scdn.co/mp3-preview/8a94ae9c41d4630ccaf3f2a903866aff334f07ac?cid=774b29d4f13844c495f206cafdad9c86,"new_wave, post_punk",rock,1993,149360,0.728,0.488,11,-12.602,0,0.0373,0.0547,0.159,0.0549,0.949,139.102,4,2.489333333333333,rock,3.40978190656061e-5,0.7184999999999999,Rock,Fast
TRAAOTT128F14AE002,48,All Rise,Blue,https://p.scdn.co/mp3-preview/72bf7d3139b221c23f7c7e715085aef93562ee43?cid=774b29d4f13844c495f206cafdad9c86,"pop, rnb",NA,2014,223160,0.735,0.689,5,-4.863,0,0.0327,0.147,0,0.125,0.938,97.989,4,3.719333333333333,pop,9.092751750828292e-5,0.8134999999999999,Pop,Medium
TRAAPCL128F930CB6C,17,100 Ways,Rob Zombie,https://p.scdn.co/mp3-preview/5fa745a41fe5c78dd53b66dbd19c827cd7b74397?cid=774b29d4f13844c495f206cafdad9c86,"heavy_metal, industrial",jazz,2006,113320,0.687,0.656,7,-8.92,1,0.0327,0.802,0.867,0.498,0.487,92.386,4,1.8886666666666667,jazz,3.220349578418354e-5,0.5715,Jazz & Soul,Medium
TRAAPKN128F429CE4D,1002,Bricks,Rise Against,https://p.scdn.co/mp3-preview/dc4a4ebd1a9bedb2516e3c28e2eb91b6b8e13572?cid=774b29d4f13844c495f206cafdad9c86,"punk, hard_rock, hardcore, punk_rock",NA,2006,90853,0.252,0.988,1,-4.134,0,0.107,1.5e-4,1.82e-6,0.071,0.797,174.072,4,1.5142166666666668,metal,0.001898111927985406,0.8925000000000001,Metal,Fast
TRAAQOU128F92D5955,22,Ludwig Van,Sepultura,https://p.scdn.co/mp3-preview/ab04bcc6d3100ec6fffcc84971ad8a77283bf183?cid=774b29d4f13844c495f206cafdad9c86,"instrumental, thrash_metal, symphonic_metal",metal,2009,330053,0.282,0.303,2,-10.867,1,0.051,0.229,0.896,0.0542,0.386,160.705,3,5.500883333333333,metal,4.167511219129634e-5,0.34450000000000003,Metal,Fast
TRAAQXO128F933E779,9,Ephemeral,Insomnium,https://p.scdn.co/mp3-preview/a1b7cf76b324096e26162f8f84b728544beb501d?cid=774b29d4f13844c495f206cafdad9c86,"death_metal, melodic_death_metal",metal,2014,241893,0.399,0.984,6,-4.89,0,0.0773,3.39e-6,0.00457,0.289,0.522,95.093,4,4.03155,metal,1.704890953280305e-5,0.753,Metal,Medium
TRAAQYH128F92D5C30,103,Tao and Zen,Karunesh,https://p.scdn.co/mp3-preview/73512a8248f538ff2353c83908ea6531c416d0a1?cid=774b29d4f13844c495f206cafdad9c86,new_age,new age,2001,188000,0.245,0.405,3,-11.8,1,0.0441,0.307,0.956,0.0753,0.0348,61.65,4,3.1333333333333333,new age,1.951152979865238e-4,0.2199,other,Slow
TRAAREW12903CAEF29,70,Iridium,Dark Tranquillity,https://p.scdn.co/mp3-preview/081b030989ec558493e5c49d408b60f268c1c7a2?cid=774b29d4f13844c495f206cafdad9c86,"death_metal, melodic_death_metal",NA,2010,403280,0.387,0.516,9,-6.203,1,0.0356,1.79e-4,0.725,0.162,0.0387,104.994,4,6.721333333333333,metal,1.3260262969957927e-4,0.27735,Metal,Medium
TRAARQN128E07894DF,33,Millions,Starfucker,https://p.scdn.co/mp3-preview/df3538c0eac2d1842e804c88f75c7d18fbf96a88?cid=774b29d4f13844c495f206cafdad9c86,"electronic, alternative, alternative_rock, indie_rock, indie_pop, psychedelic_rock",NA,2011,154733,0.542,0.862,6,-6.651,1,0.0425,4.78e-4,0.0194,0.169,0.53,125.058,4,2.578883333333333,rock,6.251266828694451e-5,0.696,Rock,Fast
TRAARXB128F92FA0BF,2965,Blackmail The Universe,Megadeth,https://p.scdn.co/mp3-preview/119c1c53dd9d35082d1c32c6b04256e73417a40e?cid=774b29d4f13844c495f206cafdad9c86,"heavy_metal, thrash_metal",metal,2004,273093,0.412,0.957,1,-5.465,1,0.0713,2.32e-5,0.126,0.114,0.335,175.729,4,4.55155,metal,0.005616668529417893,0.646,Metal,Fast
TRAARZE128F93264E9,126,Shark,Juno Reactor,https://p.scdn.co/mp3-preview/b47a2652c1acde0c62d57f9d0696b95df8410c13?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, trance, dark_ambient",electronic,2002,576573,0.221,0.62,2,-15.614,1,0.136,0.631,0.837,0.171,0.0947,75.201,5,9.60955,electronic,2.386847334592427e-4,0.35735,Electronic,Slow
TRAASCL12903CBF14F,3,Help,Deep Purple,https://p.scdn.co/mp3-preview/957c1cbef2f45ee61663a08ef10dac27a541b3cb?cid=774b29d4f13844c495f206cafdad9c86,"rock, classic_rock, hard_rock, progressive_rock, 60s, psychedelic_rock, cover",NA,1968,361400,0.297,0.411,0,-12.423,1,0.0322,0.103,0.327,0.0914,0.0393,133.966,4,6.023333333333333,rock,5.682969844267683e-6,0.22515,Rock,Fast
TRAASED12903CEE1C5,109,Metallic Rain,Vangelis,https://p.scdn.co/mp3-preview/b38ae9ab129c6c451b5217570e655bb5bfab995b?cid=774b29d4f13844c495f206cafdad9c86,"electronic, ambient, new_age",new age,1988,369293,0.482,0.302,2,-15.582,1,0.0271,0.0726,0.0172,0.102,0.0317,100.491,4,6.154883333333333,new age,2.0648123767505916e-4,0.16685,other,Medium
TRAASQC128F93480F0,1148,Amber Changing,Rise Against,https://p.scdn.co/mp3-preview/a9c2063705b2a96f3f392a5b79774df6e3788a6d?cid=774b29d4f13844c495f206cafdad9c86,"punk, hardcore, punk_rock",NA,2013,176146,0.315,0.968,10,-3.554,0,0.139,1.77e-4,9.38e-5,0.129,0.518,105.692,3,2.935766666666667,metal,0.0021746831270731,0.743,Metal,Medium
TRAATIU128F4291A84,72,Shadows That Move,Mastodon,https://p.scdn.co/mp3-preview/20149d86428b69cac8a4e76f323abbf90e538354?cid=774b29d4f13844c495f206cafdad9c86,"metal, metalcore, progressive_metal, post_hardcore",metal,2006,233586,0.309,0.972,1,-3.889,1,0.127,1.02e-5,0.142,0.202,0.564,134.013,3,3.8931,metal,1.363912762624244e-4,0.768,Metal,Fast
TRAATMF128F147921E,46,It Hurts Me Too,Karen Dalton,https://p.scdn.co/mp3-preview/e5cfce5f5b95d45258e7918ab82d84835c3f8043?cid=774b29d4f13844c495f206cafdad9c86,"blues, country",NA,1969,185560,0.427,0.0922,9,-19.003,1,0.0366,0.924,0.7,0.115,0.294,182.164,3,3.0926666666666667,jazz & soul,8.71388709454378e-5,0.1931,other,Fast
