track_id,name,artist,year,genre_grouped,energy,valence,mood,total_plays,popularity_norm,tempo_class
TRABXNM128F92F8F7F,Forgotten,Linkin Park,2000,Metal,0.947,0.498,0.7224999999999999,726,0.0013752787023127793,Medium
TRABXPR128F92F27FE,Shooting Stars,Bag Raiders,2011,Rock,0.72,0.425,0.5725,562,0.0010646096841594793,Fast
TRABXTZ128F14A46A3,The Blessing,Gui Boratto,2007,Electronic,0.821,0.0765,0.44875,1,1.894323281422561e-6,Fast
TRABZBJ128F1463819,Pockets,Four Tet,2006,Electronic,0.7,0.72,0.71,26,4.9252405316986587e-5,Fast
TRABZOT128F933E183,Willow,Weedeater,2007,Metal,0.0491,0.378,0.21355,14,2.6520525939915856e-5,Slow
TRACAOS128F429063A,Thirteen,Big Star,1992,Metal,0.344,0.359,0.3515,156,2.9551443190191953e-4,Medium
TRACASH128F931C969,Whatever's Cool With Me,Dinosaur Jr.,1991,Rock,0.989,0.0536,0.5213,83,1.5722883235807256e-4,Fast
TRACBWP128C7196948,It's Not Me,3 Doors Down,2005,Rock,0.81,0.363,0.5865,128,2.4247338002208782e-4,Fast
TRACBYL12903CFDBC6,Love Your Love The Most,Eric Church,2009,country,0.537,0.452,0.49450000000000005,10738,0.02034124339591546,Slow
TRACCTE12903CDF524,Cross My Heart,The Rocket Summer,2003,Metal,0.936,0.455,0.6955,71,1.3449695298100185e-4,Medium
TRACCVZ128F4291A8A,Deep Sea Creature,Mastodon,2006,Metal,0.993,0.218,0.6055,33,6.251266828694451e-5,Medium
TRACDHL12903D0C387,Radar Detector,Darwin Deez,2009,Rock,0.709,0.806,0.7575000000000001,6227,0.011795951073418288,Medium
TRACDUX128F429B303,Worms Make Dirt,The Aquabats,2000,Reggae,0.613,0.597,0.605,87,1.6480612548376282e-4,Fast
TRACEHO128F1488CEA,The Diary of Jane (acoustic),Breaking Benjamin,2006,Rock,0.441,0.294,0.3675,6454,0.01222596245830121,Fast
TRACEJW128F42BA8D5,Terra Firma,Young Knives,2013,Rock,0.933,0.576,0.7545,1012,0.0019170551607996318,Fast
TRACEQI128F42782EA,Intervention,Arcade Fire,2006,Rock,0.676,0.234,0.455,39,7.387860797547988e-5,Fast
TRACEUK128F931DD31,Run Away,Live,2003,Rock,0.873,0.488,0.6805,3,5.682969844267683e-6,Fast
TRACEYZ128F424D66A,Into Eternity,Jens Lekman,2007,Rock,0.712,0.842,0.7769999999999999,87,1.6480612548376282e-4,Medium
TRACFAP128E07862C1,Damien,DMX,1998,Hip hop,0.726,0.416,0.571,702,0.0013298149435586378,Medium
TRACFFK12903CF38FE,Ground,Celtic Frost,2006,Metal,0.855,0.298,0.5765,52,9.850481063397317e-5,Fast
TRACFOJ128F4253EFA,Still in Love,Cat Power,1996,Rock,0.32,0.567,0.4435,46,8.71388709454378e-5,Medium
TRACFYQ128E0784150,Poppin' Them Thangs,G-Unit,2014,Hip hop,0.715,0.925,0.8200000000000001,1047,0.0019833564756494212,Medium
TRACFZI128E0795424,Bury Your Head,Saosin,2006,Rock,0.926,0.359,0.6425000000000001,2487,0.004711182000897909,Fast
TRACGAQ128F4280C47,Malted Milk,Eric Clapton,1992,Jazz & Soul,0.214,0.596,0.40499999999999997,72,1.363912762624244e-4,Slow
TRACGEI128F9343D35,Forget About It,All Time Low,2016,Rock,0.983,0.305,0.644,75,1.4207424610669208e-4,Fast
TRACGHI128F427EC93,Slow Me Down,Default,2001,Rock,0.908,0.65,0.779,140,2.6520525939915853e-4,Medium
TRACGNG12903D021AE,Powershifter,Fear Factory,2010,Metal,0.913,0.364,0.6385000000000001,720,0.001363912762624244,Medium
TRACHIN128F92EBACE,And the Grass Grows By Itself,Karunesh,2004,Electronic,0.313,0.0495,0.18125,38,7.198428469405732e-5,Medium
TRACHTD12903CF5E22,The Loneliest Thing,Mortiis,2004,Metal,0.793,0.439,0.616,88,1.6670044876518537e-4,Fast
TRACHXF128F9355813,Blue Boy,Mac DeMarco,2014,Rock,0.793,0.603,0.698,197,3.7318168644024453e-4,Medium
TRACIEF128F93279E6,Rachel,Sleigh Bells,2010,Rock,0.611,0.345,0.478,21,3.9780788909873784e-5,Fast
TRACIKS12903D011B3,Jetstream,Doves,2010,Rock,0.912,0.125,0.5185,1659,0.0031426823238800286,Fast
TRACIQI128F92E5877,Décollage,Air,2012,Pop,0.37,0.227,0.2985,227,4.300113848829213e-4,Fast
TRACJRM12903C9595A,The Invitation,Thousand Foot Krutch,2009,Rock,0.483,0.12,0.3015,508,9.62316226962661e-4,Slow
TRACKKG128F93034C1,The Look,Roxette,2003,Jazz & Soul,0.838,0.541,0.6895,147,2.784655223691165e-4,Medium
TRACKRZ128F14934AA,Rasta Should Be Deeper,Junior Kelly,2014,Reggae,0.791,0.768,0.7795000000000001,188,3.561327769074415e-4,Slow
TRACKVU12903CA436F,Omaha,Tapes 'n Tapes,2006,Rock,0.345,0.297,0.32099999999999995,20,3.788646562845122e-5,Fast
TRACLBE128F1485B63,Star Shaped,Blur,1993,Rock,0.77,0.59,0.6799999999999999,225,4.262227383200762e-4,Fast
TRACLTY128F4248487,With Pitiless Blows,A Life Once Lost,2005,Metal,0.99,0.434,0.712,8,1.5154586251380489e-5,Fast
TRACMMC128F92FA031,Song Pong,Infected Mushroom,2003,Electronic,0.885,0.357,0.621,1596,0.0030233399571504074,Fast
TRACMMS128F930696B,Love Come Down,"Evelyn ""Champagne"" King",2014,Reggae,0.622,0.906,0.764,78,1.4775721595095977e-4,Medium
TRACMPR12903CF36A7,Baghdad,High on Fire,2012,Metal,0.92,0.407,0.6635,24,4.546375875414146e-5,Fast
TRACOON128F428B1B8,Free Time,The Aggrolites,2007,Rock,0.683,0.883,0.783,13,2.4626202658493293e-5,Medium
TRACOPP12903CDF88C,SuperFreak,Beatfreakz,2007,Electronic,0.884,0.727,0.8055,14,2.6520525939915856e-5,Fast
TRACOQS128F92FFA9B,Circlewave,Squarepusher,2004,other,0.432,0.075,0.2535,11,2.083755609564817e-5,Slow
TRACOTR128F92E16B1,Someone Is Waiting,Neutral Milk Hotel,1996,Rock,0.466,0.065,0.2655,1558,0.00295135567245635,Fast
TRACPOT128F92E9E61,In My Eyes,Rage Against the Machine,2000,Metal,0.93,0.466,0.6980000000000001,1812,0.0034325137859376807,Medium
TRACPZA128F933A56C,My Journey to the Stars,Burzum,2005,Metal,0.886,0.0399,0.46295000000000003,173,3.2771792768610306e-4,Fast
TRACQAU128F4284DC7,The Safety Dance,Men Without Hats,2011,Pop,0.732,0.602,0.667,23,4.35694354727189e-5,Medium
TRACRQW128F93379C1,Disaster,The Besnard Lakes,2007,Rock,0.485,0.224,0.3545,8,1.5154586251380489e-5,Slow
TRACRRS128F1465A64,Prego Amore,Erlend Øye,2003,Electronic,0.665,0.6,0.6325000000000001,6368,0.012063050656098868,Medium
TRACSAG12903CD3666,Gimme That,Chris Brown,2005,Pop,0.57,0.43,0.5,5,9.471616407112804e-6,Medium
TRACSBL128F42480E8,Yippiyo-Ay,The Presets,2008,Electronic,0.94,0.378,0.659,154,2.917257853390744e-4,Medium
TRACSJC128EF3432F8,Watch Over Me,Bernard Fanning,2005,Folk,0.0991,0.466,0.28255,350,6.630131484978963e-4,Slow
TRACSKQ12903CAEE61,Strings,blink-182,1998,Rock,0.872,0.49,0.681,3,5.682969844267683e-6,Fast
TRACSSW128F92F2D81,Monster Mash,Misfits,2003,Rock,0.976,0.389,0.6825,6108,0.011570526602929003,Medium
TRACTDT12903CC84CF,Boogie Nights,Heatwave,2011,Pop,0.699,0.837,0.768,1103,0.002089438579409085,Fast
TRACTLX128F42A51F6,Exaltation,Matisyahu,2004,Reggae,0.737,0.832,0.7845,1766,0.003345374914992243,Medium
TRACTTC128F42370D9,Market Fresh,Broken Social Scene,2004,Rock,0.563,0.408,0.48549999999999993,325,6.156550664623324e-4,Fast
TRACTWC128F9305C8E,Wiener Blut,Rammstein,2009,Metal,0.959,0.179,0.569,1198,0.002269399291144228,Medium
